Facility PK,FacilityName,Service Category,Service Type,BuildingNumber,PartnerType,PartnerTypeDetailed,Address,Address 2,Borough,Zipcode,Latitude,Longitude,Phone,AdditionalInfo,StartDate,EndDate,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Condoms (Male),FC2 (Female/Insertive Condoms),Lubricant,Facility Type,Website,Community Board,Council District,Census Tract,BIN,BBL,NTA
113739215,Columbia Pharmacy,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,3921 Broadway,,Manhattan,10032,40.8386524,-73.9418744,(212) 928-6342,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,true,,,,,,,,
113739438,Puly'S Beauty Salon,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,2822 Fulton Street,,Brooklyn,11207,40.678211,-73.89041,(000) 000-0000,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,true,,,,,,,,
113739384,"Mixteca Organization, Inc.",Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Social Service,"245 23 Street,2nd Floor",,Brooklyn,11215,40.6601323,-73.9941366,718-965-4795,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a condom dispenser located inside entrance hallway and bathroom at this social service. Last Updated: 2/23/2021 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=h,19000101000000.000000000,19000101000000.000000000,11:00 AM - 6:00 PM,11:00 AM - 6:00 PM,11:00 AM - 11:00 AM,11:00 AM - 6:00 PM,11:00 AM - 6:00 PM,11:00 AM - 3:00 PM,,true,true,true,,http://www.mixteca.org,,,,,,
113739381,Mickey Spillane's,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,350 West 49 Street,,Manhattan,10019,40.7626388,-73.9891817,718-684-3843,"This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located beside the bar, under the coffee machine at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom",19000101000000.000000000,19000101000000.000000000,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,11:00 AM - 2:00 AM,true,false,true,,,,,,,,
113739317,Hilam Barbershop,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,289 Buffalo Avenue,,Brooklyn,11213,40.669044,-73.925525,(347) 755-7893,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,true,,,,,,,,
113739198,Bureau of General Services-Queer Division,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Community Center,"208 West 13 Street,Suite 210",,Manhattan,10011,40.738034,-74.000603,(646) 457-0859,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located in the front at this community center. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,1:00 PM - 7:00 PM,1:00 PM - 1:00 PM,1:00 PM - 7:00 PM,1:00 PM - 7:00 PM,1:00 PM - 7:00 PM,1:00 PM - 7:00 PM,true,false,false,,http://www.bgsqd.com/contac,,,,,,
113739376,Mermaid Manor HFA/ALP,Free Safer Sex Products,Condoms and Lubricant,,Hospital,Adult Care Facilities,"3602 Mermaid Avenue,N/A",,Brooklyn,11224,40.5744728,-74.0019469,718-266-2100,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a bowl located at the front desk at this adult care facilities. Last Updated: 3/8/2021 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NY,19000101000000.000000000,19000101000000.000000000,10:00 AM - 5:00 PM,10:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:30 AM - 4:30 PM,9:30 AM - 4:00 PM,10:00 AM - 4:00 PM,10:00 AM - 3:30 PM,true,false,false,,,,,,,,
113739157,Atlas Social Club,Free Safer Sex Products,Condoms and Lubricant,,Business,Night Club,753 9 Avenue,,Manhattan,10019,40.7640576,-73.9888639,718-651-2797,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located behind the bar at this night club. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,true,true,true,,,,,,,,
113739479,"The Child Center of NY, Asian Outreach Program",Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Youth Center,"140-15B Sanford Avenue,2nd floor",,Queens,11355,40.7576799,-73.8265497,7183588288,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a therapist's office located in sessions with clients' therapists at this youth center. Last Updated: 1/20/2021 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=h,19000101000000.000000000,19000101000000.000000000,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 AM,9:00 AM - 9:00 PM,9:00 AM - 7:00 PM,9:00 AM - 3:00 PM,,true,true,true,,,,,,,,
113739271,Exponents,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Community Center,"17 Battery Place,8th Floor",,Manhattan,10004,40.7051704,-74.0159694,(212) 243-3434,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located in the reception area at this community center. Last Updated: 1/28/2020 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.co,19000101000000.000000000,19000101000000.000000000,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,,,true,true,true,,http://www.exponents.org,,,,,,
113739514,V's Exclusive Cuts,Free Safer Sex Products,Condoms and Lubricant,,Business,Barbershop,84-16 Astoria Boulevard,,Queens,11370,40.7643496,-73.8844223,,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located near the front entrance at this barbershop. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook communi,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,false,false,,,,,,,,
113739429,Pilatos,Free Safer Sex Products,Condoms and Lubricant,,Business,Beauty Salon,80-13 Northern Boulevard,,Queens,11372,40.755394,-73.88701,212-714-2904,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser/fishbowl located near the restroom at this beauty salon. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook c,19000101000000.000000000,19000101000000.000000000,10:00 AM - 7:00 PM,10:00 AM - 7:00 PM,10:00 AM - 7:00 PM,10:00 AM - 7:00 PM,10:00 AM - 8:00 PM,10:00 AM - 8:00 PM,11:00 AM - 6:00 PM,true,false,true,,,,,,,,
113739249,Dima Salon,Free Safer Sex Products,Condoms and Lubricant,,Business,Beauty Salon,223 West 19 Street,,Manhattan,10011,40.742019,-73.9983,212-713-0481,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located in the waiting area at this beauty salon. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community,19000101000000.000000000,19000101000000.000000000,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,1:00 PM - 7:00 PM,true,true,true,,,,,,,,
113739443,Rainbow Station,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,203 8 Avenue,,Manhattan,10011,40.7437577,-74.0000131,,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located inside at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,false,true,,,,,,,,
113739194,Brooklyn Community Pride Center,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Community Center,1360 Fulton Street,,Brooklyn,11216,40.6799894,-73.9465963,212-243-2901,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located near the entrance at this community center. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook communi,19000101000000.000000000,19000101000000.000000000,12:00 PM - 8:00 PM,12:00 PM - 8:00 PM,12:00 PM - 8:00 PM,12:00 PM - 8:00 PM,12:00 PM - 8:00 PM,2:00 PM - 10:00 PM,10:00 AM - 4:00 PM,true,false,true,,,,,,,,
113739137,Abc Drugs,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,2095 Madison Avenue,,Manhattan,10037,40.809959,-73.937238,(212) 491-2501,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,true,,,,,,,,
113739483,The Four Faced Liar,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,165 West 4 Street,,Manhattan,10014,40.732053,-74.001404,,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located in the back near the restroom at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook,19000101000000.000000000,19000101000000.000000000,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,true,false,false,,,,,,,,
113739422,Parkmed NYC,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Clinical Facility,"800 2 Avenue,6th Floor",,Manhattan,10017,40.7499108,-73.9717539,2126866066,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a container location located in the waiting room at this clinical facility. Last Updated: 3/5/2021 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.fac,19000101000000.000000000,19000101000000.000000000,,7:30 AM - 5:30 PM,7:30 AM - 5:00 PM,7:30 AM - 5:00 PM,7:30 AM - 5:00 PM,7:30 AM - 3:00 PM,,true,true,true,,,,,,,,
113739386,Monkey Room,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,589 Ft Washington Avenue,,Manhattan,10033,40.854629,-73.937051,718-779-0128,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located on the bar at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,3:00 PM - 10:00 PM,3:00 PM - 10:00 PM,3:00 PM - 10:00 PM,3:00 PM - 10:00 PM,3:00 PM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,true,false,false,,,,,,,,
113739515,Walk In GYN Care,Free Safer Sex Products,Condoms and Lubricant,,Private Practice,OB / OB-GYN,"535 Clinton Ave,Ground Level",,Brooklyn,11238,40.6823741,-73.966629,917-410-6905,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a bowl located in the bathrooms and exam rooms at this ob / ob-gyn. Last Updated: 1/12/2021 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.c,19000101000000.000000000,19000101000000.000000000,7:30 AM - 6:00 PM,7:30 AM - 6:00 PM,7:30 AM - 7:30 AM,7:30 AM - 6:00 PM,7:30 AM - 6:00 PM,10:00 AM - 3:00 PM,,true,true,true,,https://walkingyn.com/brooklyn,,,,,,
113739513,Vp Universal Salon,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,1464 St Johns Place,,Brooklyn,11213,40.670524,-73.93003,(347) 750-7373,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,true,,,,,,,,
113739142,African Services Committee,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Social Service,"429 West 127 Street,2nd Floor",,Manhattan,10027,40.813453,-73.9544556,(212) 222-3882,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a wicker basket/clear bowl located at the lobby for respect of social distancing at this social service. Last Updated: 12/26/2020 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or,19000101000000.000000000,19000101000000.000000000,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 9:00 AM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,,,true,true,true,,http://www.africanservices.org/what-we-do,,,,,,
113739367,Lucky 13 Saloon,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,646 Sackett Street,,Brooklyn,11217,40.6781832,-73.9835529,212-675-1864,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located near the entrance at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,2:00 PM - 4:00 AM,2:00 PM - 4:00 AM,2:00 PM - 4:00 AM,2:00 PM - 4:00 AM,2:00 PM - 4:00 AM,2:00 PM - 4:00 AM,,true,true,true,,,,,,,,
113739292,Gym Sports Bar,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,167 8 Avenue,,Manhattan,10011,40.742521,-74.00052,347-731-2878,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser/fishbowl located in the back on the left beside the atm at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/N,19000101000000.000000000,19000101000000.000000000,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 4:00 AM,1:00 PM - 4:00 AM,1:00 PM - 2:00 AM,true,true,true,,,,,,,,
113739246,D'Franco Hair Salon,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Other,"53-09 Roosevelt Avenue,Ground",,Queens,11377,40.744537,-73.911312,,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,true,,,,,,,,
113739456,Smart Aid Pharmacy,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,708 St Nicholas Avenue,,Manhattan,10031,40.8243552,-73.9442692,(212) 234-4299,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,true,,,,,,,,
113739366,Lucille Roberts - Flushing,Free Safer Sex Products,Condoms and Lubricant,,Business,Gym/Health Club,"135-39 38 Avenue,Ground",,Queens,11354,40.76044,-73.83183,(718) 321-0100,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this gym/health club. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,true,,,,,,,,
113739236,D'Antigua,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,84-16 Northern Boulevard,,Queens,11372,40.7555534,-73.8831091,212-957-1800,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located in the back near the restrooms at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook,19000101000000.000000000,19000101000000.000000000,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,true,false,false,,,,,,,,
113739397,New Crown Chicken & Biscuits,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,507 Pennsylvania Avenue,,Brooklyn,11207,40.665023,-73.894102,(718) 399-0200,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,true,,,,,,,,
113739490,The Shop Beauty Bar,Free Safer Sex Products,Condoms and Lubricant,,Business,Beauty Salon,"111-34 Farmers Boulevard,Ground",,Queens,11412,40.701296,-73.764941,(718) 454-1020,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this beauty salon. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,true,,,,,,,,
113739469,Sun River Health/Thrive BX,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Clinical Facility,"328 East 150 Street,Ground Floor",,Bronx,10451,40.81731,-73.9202524,6469862026,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a large condom box located in front main entrance at this clinical facility. Last Updated: 12/20/2020 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.,19000101000000.000000000,19000101000000.000000000,9:00 AM - 6:00 PM,9:00 AM - 6:00 PM,9:00 AM - 9:00 AM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,,,true,true,true,,,,,,,,
113739211,City Winery,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,155 Varick Street,,Manhattan,10013,40.726324,-74.005686,212-281-8600,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located at the front desk at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,11:30 AM - 11:00 PM,11:30 AM - 11:00 PM,11:30 AM - 11:00 PM,11:30 AM - 11:00 PM,11:30 AM - 11:00 PM,,11:30 AM - 11:00 PM,true,false,false,,,,,,,,
113739263,EL Duque Barbershop,Free Safer Sex Products,Condoms and Lubricant,,Business,Barbershop,101 East 169 Street,,Bronx,10452,40.83705,-73.917553,347-586-7695,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located in the front near the entrance at this barbershop. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook,19000101000000.000000000,19000101000000.000000000,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,,,true,false,false,,,,,,,,
113739390,Morningside Barber Shop,Free Safer Sex Products,Condoms and Lubricant,,Business,Barbershop,220 West 116 Street,,Manhattan,10026,40.803687,-73.95365,718-218-8787,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located in the back at this barbershop. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:30 PM,9:00 AM - 7:30 PM,9:00 AM - 8:00 PM,11:00 AM - 7:30 PM,true,false,false,,,,,,,,
113739205,Cedi Medical Office,Free Safer Sex Products,Condoms and Lubricant,,Private Practice,Physician,"""2940 Grand Concourse,"",Unit 1A-1B",,Bronx,10458,40.871616,-73.8877785,718 220 0900,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a bowl located in the waiting area at this physician. Last Updated: 2/1/2021 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Fa,19000101000000.000000000,19000101000000.000000000,8:00 AM - 5:00 PM,8:00 AM - 12:00 PM,,8:00 AM - 5:00 PM,8:00 AM - 3:00 PM,9:00 AM - 2:00 PM,,true,true,true,,https://www.cedimedoffice.com,,,,,,
113739464,Subway Inn,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,1140 2 Avenue,,Manhattan,10065,40.761325,-73.963805,,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located near the bar at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,true,false,true,,,,,,,,
113739257,D'Rochy (Formerly Shakespeare Salon),Free Safer Sex Products,Condoms and Lubricant,,Business,Barbershop,754 East 168 Street,,Bronx,10456,40.829328,-73.901118,,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located in the back near the restroom at this barbershop. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,false,false,,,,,,,,
113739273,FACES NY,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Education,"114 West 116 Street,Storefront",,Manhattan,10026,40.8021965,-73.9507577,212-663-7772,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a safe sex packets & bowl located in front or just inside at this community-based organization/non-profitLast Updated: 2/1/2021 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or jo,19000101000000.000000000,19000101000000.000000000,9:00 AM - 5:00 PM,9:00 AM - 9:00 AM,9:00 AM - 9:00 AM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,,,true,true,true,,https://www.facesny.org,,,,,,
